match_date,home_odds,away_odds,H_win_index,draw_odds,result,goal_difference,SOT_difference,total_goal,over_2_5_odds,under_2_5_odds,over_under_2_5_index
10/4/2021,1.28,9.99,7.804688,5.75,A,-1,5,3,1.44,2.75,1.909722
9/4/2021,2.5,3.1,1.24,3,A,-1,0,1,2.5,1.53,0.612
5/4/2021,2.87,2.55,0.888502,3.2,A,-1,-1,5,2.5,1.53,0.612
5/4/2021,1.75,5,2.857143,3.5,D,0,1,2,2.3,1.61,0.7
4/4/2021,2.25,3.3,1.466667,3.3,H,2,-3,4,2.2,1.66,0.754545
4/4/2021,2.05,3.8,1.853659,3.3,H,1,4,5,2.1,1.72,0.819048
4/4/2021,5.5,1.6,0.290909,4,D,0,1,4,1.9,1.9,1
4/4/2021,1.61,5.5,3.416149,4,H,1,4,3,1.9,1.9,1
3/4/2021,6,1.53,0.255,4.2,A,-2,-2,2,1.9,1.9,1
3/4/2021,1.5,6.5,4.333333,4.33,H,1,7,3,1.8,2,1.111111
3/4/2021,1.22,9.99,8.188525,6,A,-3,1,7,1.72,2.1,1.22093
3/4/2021,3.1,2.15,0.693548,3.7,A,-3,-5,3,1.72,2.1,1.22093
21/3/2021,2.8,2.45,0.875,3.5,D,0,-2,6,1.9,1.9,1
21/3/2021,2.9,2.45,0.844828,3.3,A,-2,-2,2,1.9,1.9,1
20/3/2021,1.66,6,3.614458,3.5,H,3,5,3,2.3,1.61,0.7
19/3/2021,2.37,3,1.265823,3.4,A,-1,2,3,2,1.8,0.9
15/3/2021,4.75,1.72,0.362105,3.75,A,-1,1,1,1.9,1.9,1
14/3/2021,2.9,2.5,0.862069,3.1,A,-1,-2,3,2.3,1.61,0.7
14/3/2021,1.5,6.5,4.333333,4.2,H,5,10,5,1.9,1.9,1
14/3/2021,2.55,2.75,1.078431,3.4,H,1,0,3,1.9,1.9,1
14/3/2021,1.83,4.33,2.36612,3.6,H,1,4,1,1.9,1.9,1
13/3/2021,2.15,3.6,1.674419,3.2,H,1,3,1,2.37,1.57,0.662447
13/3/2021,1.83,4.5,2.459016,3.5,A,-1,-1,3,2.1,1.72,0.819048
13/3/2021,4.75,1.7,0.357895,4,D,0,-4,0,1.8,2,1.111111
13/3/2021,9.99,1.33,0.133133,5,A,-3,-7,3,1.8,2,1.111111
12/3/2021,3.8,2.05,0.539474,3.3,D,0,-3,2,2.3,1.61,0.7
10/3/2021,1.18,9.99,8.466102,7.5,H,3,4,7,1.53,2.5,1.633987
8/3/2021,1.53,6.5,4.248366,4,H,2,8,2,1.98,1.92,0.969697
8/3/2021,2.05,3.5,1.707317,3.6,H,2,3,2,1.66,2.2,1.325301
7/3/2021,2.37,3.1,1.308017,3.2,D,0,-2,0,2.2,1.66,0.754545
7/3/2021,1.45,7,4.827586,4.5,H,3,4,5,1.9,1.9,1
7/3/2021,1.36,8.5,6.25,5,A,-1,0,1,1.72,2.1,1.22093
7/3/2021,1.45,7,4.827586,4.5,A,-2,0,2,1.72,2.1,1.22093
6/3/2021,3.6,2,0.555556,3.5,A,-2,-3,2,2.3,1.61,0.7
6/3/2021,2.55,2.8,1.098039,3.25,A,-1,-2,3,2.2,1.66,0.754545
6/3/2021,2.37,3.1,1.308017,3.25,D,0,-1,0,2.1,1.72,0.819048
6/3/2021,5.5,1.61,0.292727,4,D,0,2,2,1.97,1.93,0.979695
4/3/2021,4,1.9,0.475,3.6,A,-1,1,1,2,1.8,0.9
4/3/2021,4.33,1.83,0.422633,3.6,A,-1,0,1,1.9,1.9,1
4/3/2021,2.25,3,1.333333,3.6,A,-1,-4,1,1.8,2,1.111111
3/3/2021,4,2,0.5,3.25,D,0,3,2,2.1,1.72,0.819048
3/3/2021,3.75,2.05,0.546667,3.4,H,1,-2,1,2.1,1.72,0.819048
3/3/2021,8,1.4,0.175,4.75,D,0,1,0,1.72,2.1,1.22093
2/3/2021,1.18,9.99,8.466102,7,H,3,9,5,1.72,2.1,1.22093
1/3/2021,2.15,3.3,1.534884,3.5,H,1,0,1,2,1.9,0.95
28/2/2021,3.5,2.2,0.628571,3.2,D,0,-4,0,2.3,1.61,0.7
28/2/2021,2.5,2.8,1.12,3.4,A,-2,-1,4,2.02,1.88,0.930693
28/2/2021,2.15,3.4,1.581395,3.4,D,0,2,0,1.99,1.91,0.959799
28/2/2021,1.53,6.5,4.248366,4,H,4,4,4,1.91,1.99,1.041885
28/2/2021,8,1.36,0.17,5,A,-2,-6,2,1.66,2.2,1.325301
27/2/2021,3.5,2.2,0.628571,3.2,D,0,3,2,2.37,1.57,0.662447
27/2/2021,4.2,1.95,0.464286,3.3,H,1,-4,1,2.1,1.72,0.819048
27/2/2021,2.15,3.2,1.488372,3.6,A,-1,-1,1,1.57,2.37,1.509554
27/2/2021,1.22,9.99,8.188525,6.5,H,1,0,3,1.53,2.5,1.633987
23/2/2021,2.25,3.1,1.377778,3.5,H,3,2,3,1.66,2.2,1.325301
22/2/2021,1.7,5.5,3.235294,3.5,A,-1,3,3,2.2,1.66,0.754545
21/2/2021,2.62,2.7,1.030534,3.4,H,1,0,3,1.9,1.9,1
21/2/2021,2.87,2.4,0.836237,3.5,A,-1,-5,3,1.72,2.1,1.22093
21/2/2021,6.5,1.5,0.230769,4.33,A,-1,-2,1,1.72,2.1,1.22093
21/2/2021,1.28,9.99,7.804688,5.5,H,2,1,4,1.57,2.37,1.509554
20/2/2021,2.15,3.6,1.674419,3.2,H,1,5,1,2.3,1.61,0.7
20/2/2021,2,4,2,3.3,D,0,-2,0,2.2,1.66,0.754545
20/2/2021,5,1.7,0.34,3.8,D,0,-2,2,1.9,1.9,1
20/2/2021,1.44,7,4.861111,4.5,A,-2,0,2,1.57,2.37,1.509554
19/2/2021,2.37,3,1.265823,3.3,H,1,-2,1,1.9,1.9,1
17/2/2021,2.75,2.7,0.981818,3.2,D,0,0,2,2.3,1.61,0.7
17/2/2021,8.5,1.33,0.156471,5.5,A,-2,-5,4,1.66,2.2,1.325301
15/2/2021,1.66,5.25,3.162651,3.75,H,3,4,3,2,1.8,0.9
15/2/2021,1.22,9.99,8.188525,6.5,H,2,1,2,1.57,2.37,1.509554
14/2/2021,2.37,3.1,1.308017,3.2,A,-1,-1,3,2.3,1.61,0.7
14/2/2021,1.85,4.2,2.27027,3.6,A,-2,-1,2,2,1.8,0.9
14/2/2021,1.83,4,2.185792,3.8,H,2,0,6,1.57,2.37,1.509554
14/2/2021,9.99,1.3,0.13013,5.5,D,0,-4,2,1.53,2.5,1.633987
13/2/2021,2.37,3.2,1.350211,3.1,A,-3,-1,3,2.5,1.53,0.612
13/2/2021,3.5,2.1,0.6,3.4,H,2,2,4,1.72,2.1,1.22093
13/2/2021,2.7,2.5,0.925926,3.5,D,0,8,0,1.72,2.1,1.22093
13/2/2021,1.28,9.5,7.421875,5.75,H,3,3,3,1.61,2.3,1.428571
8/2/2021,1.8,4.2,2.333333,3.8,H,2,4,2,1.61,2.3,1.428571
7/2/2021,3.5,2.1,0.6,3.4,D,0,-2,0,2.2,1.66,0.754545
7/2/2021,7,1.45,0.207143,4.5,A,-1,0,3,1.9,1.9,1
7/2/2021,1.45,7,4.827586,4.5,H,2,5,2,1.72,2.1,1.22093
7/2/2021,3.4,2.05,0.602941,3.6,A,-3,-2,5,1.72,2.1,1.22093
6/2/2021,3.6,2.2,0.611111,3.1,D,0,5,2,2.5,1.53,0.612
6/2/2021,3,2.4,0.8,3.3,H,1,-1,5,2,1.8,0.9
6/2/2021,3.6,2.05,0.569444,3.5,D,0,1,0,2,1.8,0.9
6/2/2021,2.62,2.6,0.992366,3.5,H,1,5,1,1.66,2.2,1.325301
6/2/2021,1.53,6,3.921569,4.2,D,0,2,6,1.66,2.2,1.325301
4/2/2021,3.5,2.1,0.6,3.4,A,-1,0,1,1.9,1.9,1
3/2/2021,4,1.9,0.475,3.5,A,-2,-4,2,2,1.8,0.9
3/2/2021,2.2,3.25,1.477273,3.4,A,-2,-8,4,1.72,2.1,1.22093
3/2/2021,9.99,1.2,0.12012,7,A,-2,-6,2,1.66,2.2,1.325301
3/2/2021,2.5,2.7,1.08,3.5,A,-1,1,3,1.66,2.2,1.325301
3/2/2021,1.33,9,6.766917,5.25,A,-1,-3,1,1.66,2.2,1.325301
2/2/2021,2,4,2,3.3,H,1,2,3,2.3,1.61,0.7
2/2/2021,3.6,2.1,0.583333,3.3,H,1,4,3,2.3,1.61,0.7
2/2/2021,2.8,2.6,0.928571,3.2,A,-1,2,3,2.3,1.61,0.7
2/2/2021,1.4,7,5,4.75,H,9,13,9,1.53,2.5,1.633987
31/1/2021,3.2,2.25,0.703125,3.4,H,1,1,1,2.08,1.82,0.875
31/1/2021,1.33,9.5,7.142857,5,H,2,8,2,1.72,2.1,1.22093
31/1/2021,4.33,1.75,0.404157,4,A,-2,-3,4,1.66,2.2,1.325301
31/1/2021,1.8,4.2,2.333333,4,A,-2,1,4,1.57,2.37,1.509554
30/1/2021,2.87,2.55,0.888502,3.2,H,1,-2,1,2.5,1.53,0.612
30/1/2021,3.3,2.3,0.69697,3.2,D,0,-4,4,2.2,1.66,0.754545
30/1/2021,1.55,6.5,4.193548,4,A,-2,0,2,2,1.8,0.9
30/1/2021,2.8,2.45,0.875,3.5,D,0,0,0,1.8,2,1.111111
30/1/2021,2.8,2.37,0.846429,3.6,A,-1,1,1,1.72,2.1,1.22093
30/1/2021,1.12,9.99,8.919643,9,H,1,4,1,1.5,2.62,1.746667
28/1/2021,3.2,2.2,0.6875,3.6,A,-2,-5,4,1.8,2,1.111111
27/1/2021,2.05,3.75,1.829268,3.4,D,0,2,0,2.2,1.66,0.754545
27/1/2021,2.8,2.55,0.910714,3.3,D,0,-4,2,2,1.8,0.9
27/1/2021,3.8,1.95,0.513158,3.5,H,1,-5,5,1.9,1.9,1
27/1/2021,1.6,5.25,3.28125,4.2,D,0,5,0,1.9,1.9,1
27/1/2021,1.25,9.99,7.992,6,A,-1,1,3,1.66,2.2,1.325301
26/1/2021,3.1,2.37,0.764516,3.25,A,-1,-4,5,2.2,1.66,0.754545
26/1/2021,3.5,2.05,0.585714,3.6,A,-2,0,4,1.8,2,1.111111
26/1/2021,3.9,1.85,0.474359,3.8,A,-1,3,3,1.66,2.2,1.325301
26/1/2021,9.99,1.18,0.118118,7.5,A,-5,-6,5,1.57,2.37,1.509554
23/1/2021,1.45,6.5,4.482759,4.75,H,2,4,2,1.66,2.2,1.325301
21/1/2021,1.18,9.99,8.466102,7.5,A,-1,2,1,1.53,2.5,1.633987
20/1/2021,6,1.53,0.255,4.33,A,-1,0,3,1.72,2.1,1.22093
20/1/2021,1.22,9.99,8.188525,6.5,H,2,5,2,1.44,2.75,1.909722
19/1/2021,1.57,5.5,3.503185,4.2,H,1,4,3,1.9,1.9,1
19/1/2021,2.87,2.45,0.853659,3.4,H,2,1,2,1.9,1.9,1
18/1/2021,1.4,8,5.714286,4.5,H,3,5,3,1.8,2,1.111111
17/1/2021,6.25,1.6,0.256,3.75,A,-2,0,4,2,1.8,0.9
17/1/2021,1.95,3.6,1.846154,3.8,D,0,-1,0,1.66,2.2,1.325301
17/1/2021,1.14,9.99,8.763158,8.5,H,4,6,4,1.5,2.62,1.746667
16/1/2021,1.6,7,4.375,3.5,A,-1,1,5,2.3,1.61,0.7
16/1/2021,1.8,4.75,2.638889,3.5,H,1,2,1,2.1,1.72,0.819048
16/1/2021,1.8,4.5,2.5,3.75,H,2,2,2,1.9,1.9,1
16/1/2021,6.5,1.5,0.230769,4.33,A,-1,-3,1,1.8,2,1.111111
16/1/2021,2.1,3.4,1.619048,3.5,A,-1,0,1,1.61,2.3,1.428571
14/1/2021,1.53,6.5,4.248366,4,D,0,2,0,1.9,1.9,1
13/1/2021,1.36,8.5,6.25,5,D,0,2,2,1.66,2.2,1.325301
13/1/2021,1.14,9.99,8.763158,8.5,H,1,5,1,1.5,2.62,1.746667
12/1/2021,2.45,3.1,1.265306,3.1,H,1,1,1,2.5,1.53,0.612
12/1/2021,2.45,3.1,1.265306,3.1,A,-1,0,3,2.37,1.57,0.662447
12/1/2021,7,1.45,0.207143,4.5,A,-1,-7,1,1.72,2.1,1.22093
4/1/2021,5,1.61,0.322,4.33,H,1,2,1,1.61,2.3,1.428571
3/1/2021,5.25,1.61,0.306667,4.2,A,-1,-1,3,1.9,1.9,1
3/1/2021,3,2.2,0.733333,3.7,A,-2,-4,4,1.72,2.1,1.22093
2/1/2021,2.62,2.75,1.049618,3.25,D,0,0,6,2.5,1.53,0.612
2/1/2021,1.95,3.9,2,3.5,H,2,2,2,2.3,1.61,0.7
2/1/2021,5.75,1.57,0.273043,4,A,-4,-9,4,1.9,1.9,1
2/1/2021,1.75,4.2,2.4,4.1,H,3,2,3,1.44,2.75,1.909722
1/1/2021,2.1,3.5,1.666667,3.5,A,-1,-3,1,1.9,1.9,1
1/1/2021,1.72,4.2,2.44186,4.2,H,1,4,3,1.53,2.5,1.633987
30/12/2020,9.99,1.25,0.125125,6,D,0,-2,0,1.5,2.62,1.746667
29/12/2020,2.37,3.25,1.371308,3.1,H,1,0,1,2.37,1.57,0.662447
29/12/2020,3.25,2.2,0.676923,3.5,A,-1,-1,1,2,1.8,0.9
29/12/2020,1.53,6.25,4.084967,4.2,H,1,-2,1,1.96,1.94,0.989796
29/12/2020,2.1,3.4,1.619048,3.6,D,0,0,0,1.94,1.96,1.010309
29/12/2020,3.6,2,0.555556,3.6,A,-5,-5,5,1.57,2.37,1.509554
28/12/2020,3.75,2,0.533333,3.5,D,0,-2,2,1.9,1.9,1
28/12/2020,1.61,5,3.10559,4.2,D,0,3,2,1.53,2.5,1.633987
27/12/2020,3.6,2.15,0.597222,3.25,D,0,3,2,2.2,1.66,0.754545
27/12/2020,2.3,3.1,1.347826,3.4,D,0,0,4,1.99,1.91,0.959799
27/12/2020,1.72,4.33,2.517442,4,H,1,-2,1,1.57,2.37,1.509554
27/12/2020,1.11,9.99,9,9.99,D,0,-1,2,1.36,3.2,2.352941
26/12/2020,4.2,1.85,0.440476,3.6,A,-1,-1,1,2.01,1.89,0.940299
26/12/2020,3.2,2.3,0.71875,3.3,D,0,-1,0,1.9,1.9,1
26/12/2020,4,1.9,0.475,3.6,H,2,4,4,1.95,1.95,1
26/12/2020,1.9,3.8,2,3.75,H,3,4,3,1.72,2.1,1.22093
26/12/2020,2.9,2.3,0.793103,3.6,D,0,-2,4,1.66,2.2,1.325301
26/12/2020,1.11,9.99,9,9.99,H,2,4,2,1.36,3.2,2.352941
21/12/2020,3.5,2.2,0.628571,3.25,H,1,1,3,2.5,1.53,0.612
21/12/2020,1.44,6.25,4.340278,5,H,3,7,3,1.57,2.37,1.509554
20/12/2020,1.65,5.5,3.333333,3.75,D,0,2,2,2.2,1.66,0.754545
20/12/2020,2.05,3.6,1.756098,3.5,A,-2,-1,2,1.8,2,1.111111
20/12/2020,3.6,1.95,0.541667,3.8,A,-3,-9,3,1.72,2.1,1.22093
20/12/2020,1.66,4.5,2.710843,4.33,H,4,11,8,1.5,2.62,1.746667
19/12/2020,2.5,2.9,1.16,3.25,D,0,1,2,2.1,1.72,0.819048
19/12/2020,2.45,2.8,1.142857,3.5,H,1,0,3,1.8,2,1.111111
19/12/2020,6.5,1.5,0.230769,4.33,A,-7,-5,7,1.61,2.3,1.428571
19/12/2020,7,1.44,0.205714,4.5,A,-1,-2,1,1.57,2.37,1.509554
17/12/2020,1.75,4.5,2.571429,3.8,D,0,3,0,1.9,1.9,1
17/12/2020,7,1.44,0.205714,4.6,A,-1,-2,5,1.8,2,1.111111
16/12/2020,2.87,2.5,0.87108,3.3,D,0,0,0,2,1.8,0.9
16/12/2020,2.05,3.6,1.756098,3.4,D,0,0,2,1.9,1.9,1
16/12/2020,2.25,3.1,1.377778,3.5,D,0,1,2,1.8,2,1.111111
16/12/2020,1.75,4.33,2.474286,4,H,3,6,7,1.72,2.1,1.22093
16/12/2020,2.15,3.25,1.511628,3.6,A,-2,-4,2,1.72,2.1,1.22093
16/12/2020,1.75,4.5,2.571429,3.8,H,1,9,3,1.66,2.2,1.325301
15/12/2020,5.25,1.66,0.31619,3.8,H,1,1,3,2,1.8,0.9
15/12/2020,1.09,9.99,9.165138,9.99,D,0,6,2,1.36,3.2,2.352941
13/12/2020,1.7,5,2.941176,3.75,H,3,6,3,2.01,1.89,0.940299
13/12/2020,4.5,1.72,0.382222,3.9,D,0,-1,2,1.9,1.9,1
13/12/2020,1.53,6.25,4.084967,4.2,A,-1,4,1,1.9,1.9,1
13/12/2020,2,3.8,1.9,3.5,H,3,2,3,1.9,1.9,1
13/12/2020,9,1.3,0.144444,5.5,D,0,-1,2,1.4,3,2.142857
12/12/2020,2.45,3,1.22449,3.2,H,1,4,3,2.2,1.66,0.754545
12/12/2020,2.25,3.25,1.444444,3.25,A,-1,5,1,2,1.8,0.9
12/12/2020,4.33,1.72,0.397229,4.2,D,0,0,0,1.61,2.3,1.428571
12/12/2020,4.33,1.7,0.39261,4.2,H,1,1,1,1.61,2.3,1.428571
11/12/2020,2.15,3.1,1.44186,3.7,A,-1,-1,3,1.57,2.37,1.509554
7/12/2020,2.45,2.9,1.183673,3.4,A,-1,1,3,1.9,1.9,1
6/12/2020,2.87,2.55,0.888502,3.2,A,-4,-2,6,2.2,1.66,0.754545
6/12/2020,3.8,1.95,0.513158,3.5,A,-1,-3,3,2,1.8,0.9
6/12/2020,1.95,3.8,1.948718,3.6,H,2,1,2,1.9,1.9,1
6/12/2020,1.5,6.5,4.333333,4.33,H,4,3,4,1.72,2.1,1.22093
5/12/2020,4,1.9,0.475,3.5,D,0,-3,2,2,1.8,0.9
5/12/2020,3.6,2,0.555556,3.6,A,-2,0,4,1.72,2.1,1.22093
5/12/2020,1.5,6,4,4.5,H,2,8,4,1.5,2.62,1.746667
5/12/2020,1.1,9.99,9.081818,9.99,H,2,5,2,1.3,3.5,2.692308
30/11/2020,1.5,6.5,4.333333,4.33,A,-1,-2,3,1.72,2.1,1.22093
30/11/2020,2.25,3,1.333333,3.6,H,1,-4,3,1.72,2.1,1.22093
29/11/2020,2.05,3.75,1.829268,3.4,A,-1,-3,3,2.3,1.61,0.7
29/11/2020,4,1.95,0.4875,3.5,A,-1,-1,5,1.8,2,1.111111
29/11/2020,2.05,3.6,1.756098,3.5,D,0,2,0,1.72,2.1,1.22093
28/11/2020,2.6,2.8,1.076923,3.2,H,1,1,1,2.3,1.61,0.7
28/11/2020,1.95,3.6,1.846154,3.8,A,-1,1,1,1.61,2.3,1.428571
28/11/2020,5.5,1.57,0.285455,4.2,D,0,1,2,1.57,2.37,1.509554
28/11/2020,1.16,9.99,8.612069,7.5,H,5,5,5,1.44,2.75,1.909722
27/11/2020,2.05,3.75,1.829268,3.25,A,-2,-4,2,2.37,1.57,0.662447
23/11/2020,2.75,2.75,1,3.1,H,1,-1,1,2.5,1.53,0.612
23/11/2020,2.3,3.25,1.413043,3.25,D,0,7,2,2.2,1.66,0.754545
22/11/2020,3,2.4,0.8,3.25,A,-1,2,1,2.1,1.72,0.819048
22/11/2020,3.9,1.85,0.474359,3.9,A,-1,-1,5,1.72,2.1,1.22093
22/11/2020,3,2.2,0.733333,3.75,D,0,2,0,1.66,2.2,1.325301
22/11/2020,1.85,3.8,2.054054,4,H,3,9,3,1.57,2.37,1.509554
21/11/2020,2.15,3.2,1.488372,3.6,A,-1,1,3,1.72,2.1,1.22093
21/11/2020,6.5,1.45,0.223077,4.75,A,-2,-2,2,1.66,2.2,1.325301
21/11/2020,1.3,9.5,7.307692,5.5,H,1,5,1,1.66,2.2,1.325301
21/11/2020,4,1.8,0.45,4,H,2,-3,2,1.57,2.37,1.509554
8/11/2020,2.3,3.25,1.413043,3.2,H,1,1,1,2.3,1.61,0.7
8/11/2020,7,1.45,0.207143,4.33,A,-1,-3,1,1.72,2.1,1.22093
8/11/2020,1.65,5,3.030303,4.1,A,-3,-4,3,1.66,2.2,1.325301
8/11/2020,1.95,3.4,1.74359,4.2,D,0,-1,2,1.44,2.75,1.909722
7/11/2020,2.87,2.45,0.853659,3.4,H,3,3,5,1.9,1.9,1
7/11/2020,1.83,4.2,2.295082,3.75,H,1,4,1,1.8,2,1.111111
7/11/2020,2.9,2.37,0.817241,3.5,A,-2,-4,4,1.72,2.1,1.22093
7/11/2020,1.36,8.5,6.25,5,H,3,6,5,1.72,2.1,1.22093
6/11/2020,1.85,4.33,2.340541,3.5,D,0,2,0,2.1,1.72,0.819048
6/11/2020,2,3.7,1.85,3.6,H,2,6,2,1.8,2,1.111111
2/11/2020,2.4,3,1.25,3.3,H,2,5,2,2,1.8,0.9
2/11/2020,2.5,2.62,1.048,3.6,A,-3,-4,5,1.72,2.1,1.22093
1/11/2020,3.7,2.05,0.554054,3.4,H,1,0,3,1.8,2,1.111111
1/11/2020,2,3.6,1.8,3.6,A,-1,0,1,1.72,2.1,1.22093
1/11/2020,2.45,2.8,1.142857,3.5,A,-1,6,7,1.66,2.2,1.325301
1/11/2020,1.61,5.5,3.416149,4,H,1,1,3,1.66,2.2,1.325301
31/10/2020,6,1.5,0.25,4.5,A,-3,-9,3,1.66,2.2,1.325301
31/10/2020,9.5,1.28,0.134737,6,A,-1,-7,1,1.5,2.62,1.746667
31/10/2020,1.36,7.5,5.514706,5.25,H,1,2,3,1.4,3,2.142857
30/10/2020,2,4.33,2.165,3.2,H,2,3,2,2.75,1.44,0.523636
26/10/2020,5.75,1.6,0.278261,4,A,-1,1,1,1.9,1.9,1
26/10/2020,1.7,4.75,2.794118,4,D,0,0,2,1.8,2,1.111111
25/10/2020,1.75,5.25,3,3.5,D,0,1,2,2.2,1.66,0.754545
25/10/2020,2.75,2.55,0.927273,3.4,H,2,4,2,1.8,2,1.111111
25/10/2020,1.9,3.8,2,3.75,A,-1,2,1,1.72,2.1,1.22093
24/10/2020,2.75,2.7,0.981818,3.1,A,-1,-7,3,2.3,1.61,0.7
24/10/2020,2.37,2.8,1.181435,3.6,D,0,3,0,1.61,2.3,1.428571
24/10/2020,1.22,9.99,8.188525,6.5,H,1,3,3,1.5,2.62,1.746667
24/10/2020,8,1.36,0.17,5.25,D,0,-5,2,1.4,3,2.142857
23/10/2020,2.05,3.3,1.609756,3.75,A,-3,-5,3,1.57,2.37,1.509554
19/10/2020,2.45,2.9,1.183673,3.3,D,0,2,0,2.1,1.72,0.819048
19/10/2020,2.5,2.87,1.148,3.3,A,-1,-1,1,2.1,1.72,0.819048
18/10/2020,2.1,3.7,1.761905,3.3,D,0,0,2,2.2,1.66,0.754545
18/10/2020,2.62,2.7,1.030534,3.3,D,0,-2,2,2.2,1.66,0.754545
18/10/2020,1.83,4.1,2.240437,3.8,A,-1,1,1,1.66,2.2,1.325301
18/10/2020,1.57,5.5,3.503185,4.33,D,0,2,6,1.57,2.37,1.509554
17/10/2020,4.75,1.66,0.349474,4,A,-3,-10,5,1.72,2.1,1.22093
17/10/2020,1.45,6.5,4.482759,4.75,D,0,-1,6,1.57,2.37,1.509554
17/10/2020,3.75,1.83,0.488,4.2,D,0,-3,4,1.53,2.5,1.633987
17/10/2020,1.44,6.5,4.513889,5,H,1,2,1,1.44,2.75,1.909722
4/10/2020,1.5,7.5,5,4,H,1,3,1,2.1,1.72,0.819048
4/10/2020,1.57,6,3.821656,4,H,1,3,3,1.9,1.9,1
4/10/2020,1.72,4.75,2.761628,3.8,H,2,5,2,1.8,2,1.111111
4/10/2020,1.85,4,2.162162,3.8,A,-5,-6,7,1.72,2.1,1.22093
4/10/2020,1.61,5.25,3.26087,4.2,A,-3,-6,3,1.66,2.2,1.325301
4/10/2020,9.99,1.3,0.13013,5.5,H,5,3,9,1.53,2.5,1.633987
3/10/2020,2.4,3.1,1.291667,3.2,H,2,2,4,2.3,1.61,0.7
3/10/2020,1.72,4.8,2.790698,3.75,H,2,3,6,1.8,2,1.111111
3/10/2020,1.4,8,5.714286,4.75,H,4,6,4,1.61,2.3,1.428571
3/10/2020,7.5,1.36,0.181333,5.25,D,0,5,2,1.36,3.2,2.352941
28/9/2020,2.9,2.5,0.862069,3.25,A,-3,-2,3,2,1.8,0.9
28/9/2020,1.45,6.5,4.482759,4.75,H,2,5,4,1.53,2.5,1.633987
27/9/2020,3.6,2.05,0.569444,3.5,H,4,5,4,2.1,1.72,0.819048
27/9/2020,2.7,2.62,0.97037,3.3,A,-1,-5,1,1.9,1.9,1
27/9/2020,1.45,7,4.827586,4.5,D,0,11,2,1.72,2.1,1.22093
27/9/2020,1.28,9.5,7.421875,6,A,-3,-2,7,1.4,3,2.142857
26/9/2020,3.75,2.1,0.56,3.25,A,-1,-4,3,2.1,1.72,0.819048
26/9/2020,3.2,2.3,0.71875,3.3,A,-1,1,1,2.1,1.72,0.819048
26/9/2020,4.75,1.72,0.362105,3.75,A,-1,2,5,1.9,1.9,1
26/9/2020,9,1.36,0.151111,4.75,D,0,-7,6,1.66,2.2,1.325301
21/9/2020,2.7,2.75,1.018519,3.1,H,1,1,1,2.2,1.66,0.754545
21/9/2020,6.5,1.5,0.230769,4.33,A,-2,-8,4,1.72,2.1,1.22093
20/9/2020,2.6,2.87,1.103846,3.1,A,-3,-6,3,2.37,1.57,0.662447
20/9/2020,3,2.37,0.79,3.3,A,-3,1,7,2.02,1.88,0.930693
20/9/2020,1.61,5.5,3.416149,4,H,2,1,6,1.9,1.9,1
20/9/2020,3.1,2.2,0.709677,3.6,A,-2,-3,2,1.61,2.3,1.428571
19/9/2020,1.61,5.75,3.571429,3.9,H,1,1,7,1.97,1.93,0.979695
19/9/2020,1.5,6.5,4.333333,4.2,H,3,3,7,1.87,2.03,1.085561
19/9/2020,1.3,9.5,7.307692,5.5,A,-2,-1,4,1.66,2.2,1.325301
19/9/2020,1.53,5.5,3.594771,4.5,H,1,0,3,1.66,2.2,1.325301
14/9/2020,3.25,2.37,0.729231,3.1,A,-2,-2,2,2.62,1.5,0.572519
14/9/2020,5,1.61,0.322,4.33,A,-2,-2,4,1.72,2.1,1.22093
13/9/2020,3.8,1.95,0.513158,3.6,A,-3,-6,3,1.9,1.9,1
13/9/2020,1.83,4.33,2.36612,3.6,A,-1,1,1,1.9,1.9,1
12/9/2020,3.1,2.37,0.764516,3.25,H,1,-2,1,2.2,1.66,0.754545
12/9/2020,2.15,3.4,1.581395,3.4,A,-2,1,2,1.9,1.9,1
12/9/2020,6,1.53,0.255,4.33,A,-3,-4,3,1.72,2.1,1.22093
12/9/2020,1.28,9.5,7.421875,6,H,1,3,7,1.53,2.5,1.633987
26/7/2020,2.37,3,1.265823,3.4,A,-1,-2,3,1.9,1.9,1
26/7/2020,1.85,4,2.162162,3.8,H,2,2,2,1.9,1.9,1
26/7/2020,3.25,2.2,0.676923,3.5,A,-2,0,2,1.9,1.9,1
26/7/2020,2.15,3.3,1.534884,3.5,H,2,1,4,1.9,1.9,1
26/7/2020,6,1.55,0.258333,4.2,D,0,0,2,1.72,2.1,1.22093
26/7/2020,3,2.3,0.766667,3.6,D,0,-3,2,1.66,2.2,1.325301
26/7/2020,1.9,3.8,2,3.8,H,1,-1,5,1.61,2.3,1.428571
26/7/2020,2.25,3,1.333333,3.7,A,-2,-2,4,1.57,2.37,1.509554
26/7/2020,7.5,1.36,0.181333,5.25,A,-2,-4,4,1.53,2.5,1.633987
26/7/2020,1.08,9.99,9.25,9.99,H,5,6,5,1.22,4.33,3.54918
22/7/2020,2,3.5,1.75,3.75,H,2,2,8,1.57,2.37,1.509554
22/7/2020,1.22,9.99,8.188525,6.5,D,0,1,2,1.5,2.62,1.746667
21/7/2020,3.3,2.1,0.636364,3.6,H,1,3,1,1.66,2.2,1.325301
21/7/2020,8.5,1.33,0.156471,5.5,A,-4,-10,4,1.5,2.62,1.746667
20/7/2020,2.2,3.5,1.590909,3.25,A,-1,-2,1,2.3,1.61,0.7
